file; precision; recall; f1; acc; spec; phi; phiOverPhiMx
../results/swattr-raw/teammates-historic/TEAMMATES_trace_links.csv; 0.4090909090909091; 0.782608695652174; 0.537313432835821; 0.9581081081081081; 0.9637377963737797; 0.5476877580798719; 0.7688655672163919
