file; precision; recall; f1; acc; spec; phi; phiOverPhiMx
../results/swattr-raw/jabref-historic/JabRef_trace_links.csv; 0.6; 1.0; 0.7499999999999999; 0.9; 0.8823529411764706; 0.727606875108999; 1.0
