file; precision; recall; f1; acc; spec; phi; phiOverPhiMx
results_swattr/teammates/TEAMMATES_trace_links.csv; 0.3037974683544304; 0.96; 0.46153846153846156; 0.9292929292929293; 0.9282920469361148; 0.5182808347029042; 0.9555680224403927
