file; precision; recall; f1; acc; spec; phi; phiOverPhiMx
../results/swattr-raw/bigbluebutton/BigBlueButton_trace_links.csv; 0.12195121951219512; 0.09615384615384616; 0.10752688172043012; 0.9146090534979424; 0.9608695652173913; 0.06383840264748751; 0.07232237539766702
